detected,relative_duration,relative_depth
False,0.5801225006348586,29.041620102657607
False,24.16471100567977,39.28343906719632
True,18.68153302007781,6.745399462363754
False,37.873101976897296,19.713927690519146
False,9.938977090412674,38.952849164695245
False,37.15946971008776,21.438501740469878
False,3.4669016985967107,17.96108545252928
True,16.106458900953825,7.7998145310946345
False,39.68961490198898,22.502000681903862
False,26.4403506056415,13.554453991880719
False,12.496524088584358,16.367249707406618
False,34.2513934100884,23.93735366730426
False,18.513622998903646,31.153359384191724
True,38.91034714472976,3.3656747805536993
False,22.02370279690044,30.469551479160625
False,3.211144068662674,3.034303325496599
False,24.28054635813005,19.38838910601449
False,21.556434567312046,34.51667863728128
False,5.75267570362913,30.040514205124314
False,37.01762672210815,28.765335152227564
True,37.725085768922675,11.323706504104525
False,22.546165995085357,13.551510187320623
False,9.19700960733432,38.283446879778964
True,31.09870184331853,10.503849577342573
False,20.57531687418018,38.43585819114411
True,13.840023203924844,3.2636189891268166
False,13.172453400439741,32.83936062189207
False,11.998830746925325,32.675725577809125
False,11.24444102227359,15.801132788908115
False,28.074020996499566,27.645783061022087
False,24.75927135514169,34.861526677332826
False,26.108449241357636,30.85759543613877
False,35.32777192754509,15.934136534922217
False,22.631812054066348,21.512222534221017
True,18.622067796739625,0.7949645099664241
False,9.767715782564933,34.024778883047304
False,5.25757632798944,32.84173951088196
False,38.70719220597076,31.082829961627354
False,15.383594608809599,20.961088460772608
False,29.947653695284625,34.84005843067738
False,31.391409804377847,34.82921425805066
False,21.885612220002084,35.07216158998776
False,21.390439317706846,38.232336096196235
False,25.375193309854573,34.54603977242147
False,11.194585962640975,36.42022639554072
False,21.198738348589043,30.117293609615267
True,22.16215859980548,9.266742712377784
False,6.516371506246793,17.29326959862454
False,5.742541192579396,29.625436652254404
False,16.778470409908724,26.925815478595183
True,33.44589207249791,11.82566646604973
False,5.436446481115939,8.783400366211575
False,39.29366637547357,39.84311437581271
False,28.449611467862184,33.83413728315699
False,17.59296197435445,16.952117167845966
False,9.170639263341654,8.98958540688615
True,38.96891543353864,15.458895581217462
False,14.021495685401543,33.406790080437986
True,38.62382654852371,7.554308621392819
False,23.014915501964143,14.401467497270879
True,29.81874295154893,7.547928481473041
True,23.947742977552636,1.6725806526744855
False,24.86962119566225,22.85730382414091
False,24.571431641793268,34.016419359048065
False,4.7190748530764655,36.14786658301768
True,33.863213558542895,6.736947826946504
True,19.266693086274792,5.9771543869130666
False,13.89037386013438,28.918781497538088
False,10.056971850482919,26.81826123679845
False,28.459719128583316,39.095484398097526
False,32.235168345960716,22.06476253391671
False,16.981861220345696,39.43421949662297
False,23.748782961048995,18.085940546348162
False,9.892849349816405,12.091839720005266
False,19.19828178183812,20.65728459389041
False,24.31821827372599,35.15802732597519
False,3.011912213561269,36.57253526168669
True,38.24919814993502,13.395153118331423
False,12.336777823516464,14.718402827567823
True,25.10209500137544,0.3097712689576353
False,9.755365044996836,17.37813877022839
False,19.69489469568679,13.561761110433407
False,2.138977658386409,3.972878368884625
True,15.426162432353399,2.7105793920664922
True,27.948220750309225,6.8288189849487315
False,7.6434760263013635,2.998659939289839
True,35.785908573333884,3.1929084684142586
False,12.031435356762524,6.813787505442106
False,24.770575644527536,37.43581881530908
False,19.001883019569927,11.49935122963058
False,17.11528750779478,36.83588510315563
False,3.793569540273432,19.756246905704973
False,38.824679692496545,32.75323919345155
False,7.883396427754266,39.95232401229385
False,38.2074204690336,33.42646664044392
False,23.034363619973483,11.876363926609416
False,32.43566940449789,16.622876085317632
False,28.083070191270057,19.337822163712886
False,6.387932832150368,24.941189618516233
False,25.22267636913255,35.35515702125227
False,20.1419661149424,16.292698130938113
True,16.305381448331023,2.1631983769908714
False,5.940108271572535,10.50225920680533
False,26.02807032530878,15.721260176796788
False,23.229614417958064,17.126526207910324
False,15.618105339992672,17.661716684951998
True,19.379045662012302,0.11540700388513624
False,27.640015124209082,28.277441284126372
False,4.219619402210851,29.917102227524243
False,3.8703655197374984,18.109186939429964
False,21.23236682582224,34.999571633636144
True,37.45930403499207,6.65574487182541
False,5.406337802377369,37.55194160918235
False,0.2906448642840773,38.296122991160246
True,19.844696780038205,14.381077977473815
True,38.42873934980068,4.484544168873217
False,29.258655282954066,30.806390430768126
False,21.262846181366744,39.21729065741703
False,29.885477153958796,27.38194984966981
True,35.901339696033055,15.453894622147965
False,25.36772719745247,33.2136192734513
False,32.63803637619138,30.152532751000912
False,1.0768232339974773,36.71595628086251
False,30.54523735377816,8.825507071504903
False,13.41848037024577,14.868781017122757
True,10.294880676208802,1.6488335444878819
True,35.268918776370015,22.28049572630136
False,11.96510183596573,38.575379518969484
False,35.822468317817986,8.764570548847649
False,11.681033657639862,8.687415408475836
False,37.75589073626228,23.068345322774718
False,19.884584765167524,9.491198980312388
False,13.542218237139606,16.41451272445603
False,23.025036069813325,16.626720954056868
False,38.8898017372929,26.941218778802963
False,10.796290061451952,30.916028038244637
False,3.577580937865686,2.3099415463212947
False,8.939859861317764,35.837782905888226
False,18.22148080136051,13.975636423729382
False,28.141134087990714,32.73391317277762
True,22.531287139231342,4.590687177709815
True,38.41173307874389,2.1848147016528117
False,17.41197621401078,23.1773660259065
